full_ticker,ticker,name,name_short,name_eng,listed_data,market,security_category,related_department,preferred,face_value,shares_available,corp_code,corp_code2,industry_code
KR7098120009,098120,(주)마이크로컨텍솔루션,마이크로컨텍솔,"Micro Contact Solution Co.,Ltd.",2008/09/23,KOSDAQ,주권,벤처기업부,보통주,500,8312766,00568188,00568188,2629
KR7131100000,131100,(주)스카이이앤엠,스카이이앤엠,"SKY E&M Co., Ltd.",2011/06/14,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,100,41281205,00814786,00814786,468
KR7009520008,009520,(주)포스코엠텍,포스코엠텍,"POSCO M-TECH CO.,LTD.",1997/11/10,KOSDAQ,주권,우량기업부,보통주,500,41642703,00128111,00128111,24199
KR7095570008,095570,AJ네트웍스보통주,AJ네트웍스,"AJ Networks Co.,Ltd.",2015/08/21,KOSPI,주권,,보통주,1000,46822295,00365387,00365387,76320
KR7006840003,006840,AK홀딩스보통주,AK홀딩스,"AK Holdings, Inc.",1999/08/11,KOSPI,주권,,보통주,5000,13247561,00125080,00125080,64992
KR7282330000,282330,BGF리테일보통주,BGF리테일,BGF Retail,2017/12/08,KOSPI,주권,,보통주,1000,17283906,01263022,01263022,47122
KR7027410000,027410,BGF보통주,BGF,BGF,2014/05/19,KOSPI,주권,,보통주,1000,95716791,00219097,00219097,64992
KR7138930003,138930,BNK금융지주보통주,BNK금융지주,BNK Financial Group Inc.,2011/03/30,KOSPI,주권,,보통주,5000,325935246,00858364,00858364,64992
KR7001460005,001460,BYC보통주,BYC,BYC,1975/06/02,KOSPI,주권,,보통주,5000,624615,00122579,00122579,14120
KR7001040005,001040,CJ보통주,CJ,CJ Corp.,1973/06/29,KOSPI,주권,,보통주,5000,29176998,00148540,00148540,64992
KR7011150000,011150,CJ씨푸드보통주,CJ씨푸드,CJSEAFOODCORPORATION,1988/11/26,KOSPI,주권,,보통주,500,35930773,00129013,00129013,10799
KR7058820002,058820,CMG제약,CMG제약,"CMG Pharmaceutical Co., Ltd.",2001/08/31,KOSDAQ,주권,우량기업부,보통주,500,138892244,00380429,00380429,212
KR7000590000,000590,CS홀딩스보통주,CS홀딩스,CSHOLDINGS,1975/12/22,KOSPI,주권,,보통주,5000,1154482,00149026,00149026,64992
KR7012030003,012030,DB Inc.보통주,DB,DB Inc.,1993/01/06,KOSPI,주권,,보통주,500,201173933,00163345,00163345,62021
KR7016610008,016610,DB금융투자보통주,DB금융투자,"DB Financial Investment Co., LTD.",1988/06/27,KOSPI,주권,,보통주,5000,42446389,00115694,00115694,66121
KR7005830005,005830,DB손해보험보통주,DB손해보험,DB INSURANCE,1973/06/28,KOSPI,주권,,보통주,500,70800000,00159102,00159102,65121
KR7000990002,000990,DB하이텍보통주,DB하이텍,"DB HiTek Co.,LTD",1975/12/12,KOSPI,주권,,보통주,5000,44398588,00160843,00160843,2611
KR7139130009,139130,DGB금융지주보통주,DGB금융지주,DGB Financial Group,2011/06/07,KOSPI,주권,,보통주,5000,169145833,00878915,00878915,64992
KR7001530005,001530,DI동일보통주,DI동일,DI DONGIL,1964/01/04,KOSPI,주권,,보통주,5000,2510655,00118345,,46103
KR7001880004,001880,DL건설보통주,DL건설,DLConstruction,1977/12/22,KOSPI,주권,,보통주,5000,22053284,00128971,00128971,411
KR7000210005,000210,DL보통주,DL,DL,1976/02/02,KOSPI,주권,,보통주,5000,20955884,00109693,00109693,64992
KR7375500006,375500,DL이앤씨보통주,DL이앤씨,"DL E&C CO., LTD.",2021/01/25,KOSPI,주권,,보통주,5000,19358738,01524093,01524093,412
KR7155660004,155660,DSR보통주,DSR,DSR CORP,2013/05/15,KOSPI,주권,,보통주,500,16000000,00110608,00110608,242
KR7069730000,069730,DSR제강보통주,DSR제강,DSRWIRECORP,2003/01/28,KOSPI,주권,,보통주,500,14400000,00151298,00151298,24123
KR7017940008,017940,E1보통주,E1,E1Corporation,1997/08/27,KOSPI,주권,,보통주,5000,6860000,00165583,00165583,46713
KR7365550003,365550,ESR켄달스퀘어리츠보통주,ESR켄달스퀘어리츠,ESR KENDALL SQUARE REIT,2020/12/23,KOSPI,부동산투자회사,,보통주,1000,143259000,01437186,01437186,681
KR7050120005,050120,ES큐브,ES큐브,ES CUBE,2002/04/25,KOSDAQ,주권,중견기업부,보통주,5000,13564086,00175623,00175623,46419
KR7383220001,383220,F&F보통주,F&F,F&F,2021/05/21,KOSPI,주권,,보통주,500,7661415,01568413,01568413,14199
KR7007700008,007700,F&F홀딩스,F&F홀딩스,F&F Holdings,1984/10/04,KOSPI,주권,,보통주,500,7738585,00126487,,14199
KR7006360002,006360,GS건설보통주,GS건설,GS Engineering & Construction Corp,1981/08/03,KOSPI,주권,,보통주,5000,85581490,00120030,00120030,4111
KR7078930005,078930,GS보통주,GS,GS Holdings,2004/08/05,KOSPI,주권,,보통주,5000,92915378,00500254,00500254,64992
KR7012630000,012630,HDC보통주,HDC,"HDC HOLDINGS CO.,Ltd",1996/10/16,KOSPI,주권,,보통주,5000,59741721,00164636,00164636,649
KR7294870001,294870,HDC현대산업개발보통주,HDC현대산업개발,HYUNDAI DEVELOPMENT COMPANY,2018/06/12,KOSPI,주권,,보통주,5000,65907330,01310269,01310269,411
KR7003560000,003560,IHQ보통주,IHQ,IHQ,1973/12/18,KOSPI,주권,,보통주,500,146235748,00154426,,591
KR7175330000,175330,JB금융지주보통주,JB금융지주,"JB Financial Group Co., Ltd.",2013/07/18,KOSPI,주권,,보통주,5000,196982894,00980122,00980122,64992
KR7234080000,234080,JW생명과학보통주,JW생명과학,JW LIFESCIENCE,2016/10/27,KOSPI,주권,,보통주,2500,15834554,00225706,00225706,21210
KR7001060003,001060,JW중외제약보통주,JW중외제약,JWPHARMACEUTICAL,1976/06/14,KOSPI,주권,,보통주,2500,21539926,00149947,00149947,21210
KR7096760004,096760,JW홀딩스 보통주,JW홀딩스,JW HOLDINGS CORPORATION,2007/07/31,KOSPI,주권,,보통주,500,68441182,00632304,00632304,64992
KR7105560007,105560,KB금융지주 보통주,KB금융,KB Financial Group,2008/10/10,KOSPI,주권,,보통주,5000,415807920,00688996,00688996,64992
KR7024120008,024120,KB오토시스,KB오토시스,"KB Autosys Co.,Ltd",1994/12/07,KOSDAQ,주권,우량기업부,보통주,500,11500000,00157539,00157539,303
KR7009070004,009070,KCTC 보통주,KCTC,KCTC,1978/09/29,KOSPI,주권,,보통주,500,30000000,00103042,,49301
KR7044180008,044180,KD,KD,KD Corporation,2000/11/16,KOSDAQ,주권,중견기업부,보통주,500,16525360,00111218,00111218,411
KR7016380008,016380,KG동부제철보통주,KG동부제철,KG DONGBUSTEEL,1986/02/03,KOSPI,주권,,보통주,5000,100008897,00115676,00115676,24122
KR7001390004,001390,KG케미칼보통주,KG케미칼,KG Chemical,1989/08/25,KOSPI,주권,,보통주,5000,13866096,00101220,00101220,201
KR7033180001,033180,KH 필룩스보통주,KH 필룩스,"KH FEELUX Co.,Ltd.",2001/12/26,KOSPI,주권,,보통주,500,133293837,00193009,00193009,2629
KR7001940006,001940,KISCO홀딩스보통주,KISCO홀딩스,KISCO Holdings,1989/11/13,KOSPI,주권,,보통주,1000,18476380,00159740,00159740,241
KR7025000001,025000,KPX케미칼보통주,KPX케미칼,KPXCHEMICAL,1994/12/27,KOSPI,주권,,보통주,5000,4840000,00191472,00191472,20119
KR7092230002,092230,KPX홀딩스보통주,KPX홀딩스,KPXHOLDINGS,2006/10/12,KOSPI,주권,,보통주,5000,4224646,00587466,00587466,201
KR7000040006,000040,KR모터스보통주,KR모터스,KR MOTORS,1976/05/25,KOSPI,주권,,보통주,500,96137368,00112378,00112378,31920
KR7093050003,093050,LF보통주,LF,LF,2006/12/01,KOSPI,주권,,보통주,5000,29240000,00593032,00593032,14111
KR7034220004,034220,LG디스플레이보통주,LG디스플레이,LG Display,2004/07/23,KOSPI,주권,,보통주,5000,357815700,00105873,00105873,26211
KR7003550001,003550,LG보통주,LG,LG Corp.,1970/02/13,KOSPI,주권,,보통주,5000,157300993,00120021,00120021,64992
KR7051900009,051900,LG생활건강보통주,LG생활건강,"LGHOUSEHOLD&HEALTHCARE,LTD",2001/04/25,KOSPI,주권,,보통주,5000,15618197,00356370,00356370,20422
KR7032640005,032640,LG유플러스보통주,LG유플러스,LG Uplus,2008/04/21,KOSPI,주권,,보통주,5000,436611361,00231363,00231363,61220
KR7011070000,011070,LG이노텍보통주,LG이노텍,LG Innotek,2008/07/24,KOSPI,주권,,보통주,5000,23667107,00105961,00105961,262
KR7066570003,066570,LG전자보통주,LG전자,LGELECTRONICS,2002/04/22,KOSPI,주권,,보통주,5000,163647814,00401731,00401731,264
KR7051910008,051910,LG화학보통주,LG화학,"LGCHEM,LTD",2001/04/25,KOSPI,주권,,보통주,5000,70592343,00356361,00356361,20111
KR7079550000,079550,LIG넥스원보통주,LIG넥스원,"LIG Nex1 Co., Ltd.",2015/10/02,KOSPI,주권,,보통주,5000,22000000,00503668,00503668,25200
KR7010120004,010120,LS ELECTRIC보통주,LS ELECTRIC,LS ELECTRIC,1994/07/11,KOSPI,주권,,보통주,5000,30000000,00105855,,28121
KR7000680009,000680,LS네트웍스보통주,LS네트웍스,LSNetworks,1973/11/15,KOSPI,주권,,보통주,5000,78803016,00104698,00104698,46800
KR7006260004,006260,LS보통주,LS,LS,1977/06/30,KOSPI,주권,,보통주,5000,32200000,00105952,00105952,64992
KR7001120005,001120,LX인터내셔널보통주,LX인터내셔널,LX INTERNATIONAL CORP.,1976/01/30,KOSPI,주권,,보통주,5000,38760000,00120076,00120076,4610
KR7023150006,023150,MH에탄올보통주,MH에탄올,MHETHANOL,1996/12/24,KOSPI,주권,,보통주,500,7378526,00121534,00121534,11121
KR7035420009,035420,NAVER보통주,NAVER,NAVER,2008/11/28,KOSPI,주권,,보통주,100,164263395,00266961,00266961,63120
KR7181710005,181710,NHN보통주,NHN,NHN,2013/08/29,KOSPI,주권,,보통주,500,19565025,00983271,,5821
KR7338100001,338100,NH프라임리츠보통주,NH프라임리츠,NH Prime REIT,2019/12/05,KOSPI,부동산투자회사,,보통주,500,18660000,01391033,01391033,681
KR7034310003,034310,NICE보통주,NICE,NICEHoldings,2004/02/04,KOSPI,주권,,보통주,500,37882300,00158316,00158316,715
KR7008260002,008260,NI스틸보통주,NI스틸,NI STEEL,1975/06/28,KOSPI,주권,,보통주,500,28600117,00116301,00116301,2419
KR7004250007,004250,NPC보통주,NPC,NPC,1969/09/08,KOSPI,주권,,보통주,500,36720000,00108038,,22232
KR7010060002,010060,OCI보통주,OCI,OCI,1985/07/09,KOSPI,주권,,보통주,5000,23849371,00148896,00148896,20129
KR7010950004,010950,S-Oil보통주,S-Oil,S-OilCorporation,1987/05/27,KOSPI,주권,,보통주,2500,112582792,00138279,00138279,19210
KR8392070007,950110,SBI핀테크솔루션즈,SBI핀테크솔루션즈,"SBI FinTech Solutions Co., Ltd.",2012/12/17,KOSDAQ,주식예탁증권,외국기업(소속부없음),보통주,무액면,24048040,00938688,00938688,58222
KR7101060002,101060,SBS미디어홀딩스보통주,SBS미디어홀딩스,SBS Media Holdings,2008/03/24,KOSPI,주권,,보통주,500,139896190,00650629,00650629,602
KR7005090006,005090,SGC에너지보통주,SGC에너지,SGC Energy,1993/01/06,KOSPI,주권,,보통주,5000,14677004,00125150,00125150,351
KR7001380005,001380,SG글로벌보통주,SG글로벌,SG GLOBAL,1976/06/29,KOSPI,주권,,보통주,500,44964143,00152039,00152039,303
KR7001770007,001770,SHD보통주,SHD,SHIN HWA DYNAMICS,1988/11/23,KOSPI,주권,,보통주,5000,1214878,00137809,00137809,24199
KR7002360006,002360,SH에너지화학보통주,SH에너지화학,SH ENERGY & CHEMICAL,1985/12/23,KOSPI,주권,,보통주,500,111133730,00136457,00136457,201
KR7009160003,009160,SIMPAC보통주,SIMPAC,SIMPACInc,1989/07/29,KOSPI,주권,,보통주,500,65429516,00138260,00138260,2922
KR7123700007,123700,SJM보통주,SJM,"SJM CO.,LTD",2010/05/31,KOSPI,주권,,보통주,500,15604898,00815369,,303
KR7025530007,025530,SJM홀딩스보통주,SJM홀딩스,SJM HOLDINGS,1997/02/12,KOSPI,주권,,보통주,500,14934008,00181943,,452
KR7011790003,011790,SKC보통주,SKC,SKC,1997/07/18,KOSPI,주권,,보통주,5000,37868298,00139889,00139889,204
KR7018670000,018670,SK가스보통주,SK가스,SKGas,1997/08/27,KOSPI,주권,,보통주,5000,9230244,00144164,00144164,46713
KR7001740000,001740,SK네트웍스보통주,SK네트웍스,"SKNetworksCo.,Ltd",1977/06/30,KOSPI,주권,,보통주,2500,248187647,00131780,00131780,467
KR7210980009,210980,SK디앤디보통주,SK디앤디,"SK D&D Co., Ltd",2015/06/23,KOSPI,주권,,보통주,1000,20190164,00508344,00508344,68122
KR7034730002,034730,SK보통주,SK,SK,2009/11/11,KOSPI,주권,,보통주,200,70360297,00181712,,64992
KR7361610009,361610,SK아이이테크놀로지보통주,SK아이이테크놀로지,SK ie technology,2021/05/11,KOSPI,주권,,보통주,1000,71297592,01386916,01386916,282
KR7096770003,096770,SK이노베이션 보통주,SK이노베이션,SK Innovation,2007/07/25,KOSPI,주권,,보통주,5000,92465564,00631518,00631518,192
KR7001510007,001510,SK증권보통주,SK증권,SKSecurities,1986/09/20,KOSPI,주권,,보통주,500,472590171,00131850,00131850,66121
KR7285130001,285130,SK케미칼보통주,SK케미칼,SKCHEMICALS,2018/01/05,KOSPI,주권,,보통주,5000,11751396,01267170,01267170,20202
KR7017670001,017670,SK텔레콤보통주,SK텔레콤,SKTelecom,1989/11/07,KOSPI,주권,,보통주,500,72060143,00159023,00159023,61220
KR7064960008,064960,SNT모티브보통주,SNT모티브,SNT MOTIV,2002/03/11,KOSPI,주권,,보통주,5000,14623136,00398792,00398792,303
KR7100840008,100840,SNT에너지보통주,SNT에너지,"SNTEnergy Co.,Ltd.",2008/02/22,KOSPI,주권,,보통주,500,7506711,00648721,00648721,29176
KR7003570009,003570,SNT중공업보통주,SNT중공업,SNT DYNAMICS,1976/07/08,KOSPI,주권,,보통주,2500,33252697,00134477,00134477,303
KR7036530004,036530,SNT홀딩스보통주,SNT홀딩스,SNT Holdings,2002/10/22,KOSPI,주권,,보통주,500,16303886,00225159,00225159,64992
KR7005610001,005610,SPC삼립보통주,SPC삼립,SPC SAMLIP,1975/05/02,KOSPI,주권,,보통주,5000,8629009,00125530,00125530,10712
KR7011810009,011810,STX보통주,STX,STX,1990/09/12,KOSPI,주권,,보통주,2500,26868300,00138297,00138297,46800
KR7077970002,077970,STX엔진보통주,STX엔진,"STXEngineCo.,Ltd",2004/05/10,KOSPI,주권,,보통주,2500,23008904,00480455,00480455,29111
KR7071970008,071970,STX중공업보통주,STX중공업,STX Heavy Industries,2009/05/15,KOSPI,주권,,보통주,2500,28365976,00406046,00406046,29119
KR7084870005,084870,TBH글로벌보통주,TBH글로벌,TBH GLOBAL,2005/12/19,KOSPI,주권,,보통주,500,20856819,00409672,,141
KR7002710002,002710,TCC스틸보통주,TCC스틸,TCC STEEL,1984/12/21,KOSPI,주권,,보통주,1000,23500000,00117300,00117300,24191
KR7024070005,024070,WISCOM보통주,WISCOM,WISCOM,1996/11/22,KOSPI,주권,,보통주,500,15326438,00142865,00142865,22299
KR7079940003,079940,가비아,가비아,"GABIA, Inc.",2005/10/19,KOSDAQ,주권,우량기업부,보통주,500,13535684,00506294,00506294,58221
KR7078890001,078890,가온미디어,가온미디어,"KAON Media Co., Ltd.",2005/07/12,KOSDAQ,주권,우량기업부,보통주,500,15851946,00441304,00441304,264
KR7000500009,000500,가온전선보통주,가온전선,GAONCABLE,1987/06/08,KOSPI,주권,,보통주,5000,4160347,00104768,00104768,28302
KR7036620003,036620,감성코퍼레이션,감성코퍼레이션,GAMSUNG Corporation,2000/01/11,KOSDAQ,주권,중견기업부,보통주,500,75322897,00261009,00261009,467
KR7000860007,000860,강남제비스코보통주,강남제비스코,KANGNAM JEVISCO,1975/11/12,KOSPI,주권,,보통주,1000,6500000,00100939,00100939,20411
KR7217730001,217730,강스템바이오텍,강스템바이오텍,"KANGSTEM BIOTECH CO., LTD.",2015/12/21,KOSDAQ,주권,기술성장기업부,보통주,500,25561688,01025644,01025644,21102
KR7114190002,114190,강원,강원,"KANGWON Co., Ltd.",2009/11/20,KOSDAQ,주권,관리종목(소속부없음),보통주,500,18154911,00100601,00100601,25130
KR7035250000,035250,강원랜드보통주,강원랜드,"Kangwon Land, Inc.",2003/09/04,KOSPI,주권,,보통주,500,213940500,00255619,00255619,91249
KR7094480001,094480,갤럭시아머니트리,갤럭시아머니트리,"GalaxiaMoneytree Co.,Ltd.",2007/07/20,KOSDAQ,주권,우량기업부,보통주,500,39229838,00587457,00587457,58221
KR7011420007,011420,갤럭시아에스엠보통주,갤럭시아에스엠,GALAXIA SM,1989/11/14,KOSPI,주권,,보통주,500,27549644,00129554,00129554,911
KR7063080006,063080,게임빌,게임빌,GAMEVIL. INC,2009/07/30,KOSDAQ,주권,우량기업부,보통주,500,6595192,00535746,00535746,582
KR7039240007,039240,경남스틸,경남스틸,"Kyeong Nam Steel Co., LTD",2000/03/07,KOSDAQ,주권,우량기업부,보통주,100,25000000,00206039,00206039,24199
KR7053950002,053950,경남제약,경남제약,"KYUNG NAM PHARM.CO.,LTD.",2001/11/06,KOSDAQ,주권,중견기업부,보통주,500,19952289,00307028,00307028,212
KR7223310004,223310,경남제약헬스케어,경남제약헬스케어,"KYUNG NAM PHARM HEALTH CARE CO., LTD.",2015/12/24,KOSDAQ,주권,관리종목(소속부없음),보통주,100,13333506,01075126,01075126,58221
KR7002100006,002100,경농보통주,경농,Kyungnong,1977/06/30,KOSPI,주권,,보통주,500,19522575,00101433,00101433,2032
KR7009450008,009450,경동나비엔보통주,경동나비엔,KYUNGDONGNAVIEN,1993/08/31,KOSPI,주권,,보통주,1000,13604730,00101488,00101488,28520
KR7267290005,267290,경동도시가스보통주,경동도시가스,KYUNGDONG CITY GAS,2017/05/12,KOSPI,주권,,보통주,2500,5895406,01208885,01208885,35200
KR7012320008,012320,경동인베스트보통주,경동인베스트,KYUNGDONG INVEST,1997/03/07,KOSPI,주권,,보통주,5000,2365023,00143527,00143527,649
KR7011040003,011040,경동제약,경동제약,KyungdongPharm,1992/12/18,KOSDAQ,주권,우량기업부,보통주,500,30768766,00101549,00101549,21210
KR7000050005,000050,경방보통주,경방,Kyungbang,1956/03/03,KOSPI,주권,,보통주,500,27415270,00101628,00101628,47119
KR7214390007,214390,경보제약보통주,경보제약,"KYONGBO PHARMACEUTICAL CO., LTD.",2015/06/29,KOSPI,주권,,보통주,500,23906860,00101664,00101664,21101
KR7012610002,012610,경인양행보통주,경인양행,KyunginSynthetic,1995/10/05,KOSPI,주권,,보통주,500,41546365,00102113,00102113,20132
KR7009140005,009140,경인전자보통주,경인전자,KyunginElectronics,1989/06/20,KOSPI,주권,,보통주,5000,1570797,00102140,00102140,2629
KR7024910002,024910,경창산업,경창산업,KyungchangIndustrial,1994/12/29,KOSDAQ,주권,중견기업부,보통주,500,35819005,00102353,00102353,30331
KR7013580006,013580,계룡건설산업보통주,계룡건설,KyeryongConstructionIndustrial,1996/01/30,KOSPI,주권,,보통주,5000,8930907,00102432,,412
KR7012200002,012200,계양전기보통주,계양전기,KeyangElectricMachinery,1988/07/06,KOSPI,주권,,보통주,500,32600000,00102618,00102618,29194
KR7002140002,002140,고려산업보통주,고려산업,KoreaIndustrial,1991/01/14,KOSPI,주권,,보통주,1000,24939425,00102751,00102751,10620
KR7198440000,198440,고려시멘트,고려시멘트,"KOREA CEMENT co., Ltd.",2014/08/13,KOSDAQ,주권,우량기업부,보통주,100,31979960,01032583,,233
KR7049720006,049720,고려신용정보,고려신용정보,"KORYO CREDIT INFORMATION CO., LTD.",2002/01/31,KOSDAQ,주권,중견기업부,보통주,500,14300000,00336297,00336297,75993
KR7010130003,010130,고려아연보통주,고려아연,KoreaZinc,1990/07/28,KOSPI,주권,,보통주,5000,18870000,00102858,00102858,24213
KR7002240000,002240,고려제강보통주,고려제강,KISWire,1976/05/25,KOSPI,주권,,보통주,1000,23000000,00103006,00103006,2411
KR7014570006,014570,고려제약,고려제약,"KOREAN DRUG CO., LTD.",2000/12/07,KOSDAQ,주권,우량기업부,보통주,500,11000000,00103015,00103015,21210
KR7348150004,348150,고바이오랩,고바이오랩,"KoBioLabs, Inc",2020/11/18,KOSDAQ,주권,기술성장기업부,보통주,500,16161543,01399071,01399071,70113
KR7098460009,098460,고영테크놀러지,고영,Koh Young Technology Inc.,2008/06/03,KOSDAQ,주권,우량기업부,보통주,100,68654755,00579999,00579999,29271
KR7035290006,035290,골드앤에스,골드앤에스,Gold&S,1999/12/07,KOSDAQ,주권,관리종목(소속부없음),보통주,500,36223910,00249502,00249502,581
KR7038530002,038530,골드퍼시픽,골드퍼시픽,"Gold Pacific Co.,Ltd",2000/06/09,KOSDAQ,주권,중견기업부,보통주,500,79385543,00255105,00255105,464
KR7215000001,215000,골프존,골프존,"GOLFZON Co., Ltd.",2015/04/03,KOSDAQ,주권,우량기업부,보통주,500,6275415,01067516,01067516,58219
KR7121440002,121440,골프존뉴딘홀딩스,골프존뉴딘홀딩스,"GOLFZON NEWDIN HOLDINGS Co., Ltd.",2011/05/20,KOSDAQ,주권,중견기업부,보통주,500,42836818,00674498,00674498,461
KR7183410000,183410,골프존데카,골프존데카,GolfzonDeca,2013/11/12,KONEX,주권,일반기업부,보통주,500,4111161,00764807,00764807,27211
KR7076340009,076340,관악산업,관악산업,GWANAK CONSTRUCTION AND EQUIPMENT SERVICE,2015/05/18,KONEX,주권,일반기업부,보통주,500,4871460,00321204,00321204,421
KR7009290008,009290,광동제약보통주,광동제약,KwangdongPharmaceutical,1989/11/17,KOSPI,주권,,보통주,1000,52420851,00103592,00103592,21220
KR7014200000,014200,광림,광림,"KANGLIM Co., LTD.",1993/07/07,KOSDAQ,주권,중견기업부,보통주,500,52922234,00103635,00103635,301
KR7017040007,017040,광명전기보통주,광명전기,KWANG MYUNG ELECTRIC,1990/09/14,KOSPI,주권,,보통주,500,43337615,00103662,00103662,28123
KR7017900002,017900,광전자보통주,광전자,AUK,1996/10/16,KOSPI,주권,,보통주,500,57943763,00152729,00152729,2612
KR7037710001,037710,광주신세계보통주,광주신세계,GwangjuShinsegae,2002/02/07,KOSPI,주권,,보통주,5000,1600000,00220561,00220561,47111
KR7026910000,026910,광진실업,광진실업,KwangjinInd,1996/01/03,KOSDAQ,주권,중견기업부,보통주,500,6405405,00104120,00104120,24121
KR7090150004,090150,광진윈텍,광진윈텍,"KWANGJIN WINTEC CO., LTD",2006/10/20,KOSDAQ,주권,중견기업부,보통주,500,17358393,00365624,00365624,303
KR7355150004,355150,교보10호기업인수목적,교보10호스팩,Kyobo 10 Special Purpose Acquisition Company,2020/09/18,KOSDAQ,주권,SPAC(소속부없음),보통주,100,5320000,01476219,,649
KR7331520007,331520,교보9호기업인수목적,교보9호스팩,Kyobo 9 Special Purpose Acquisition Company,2019/10/29,KOSDAQ,주권,SPAC(소속부없음),보통주,100,3880000,01398151,01398151,661
KR7030610000,030610,교보증권보통주,교보증권,"KYOBOSECURITIESCO.,LTD.",2002/07/18,KOSPI,주권,,보통주,5000,64653296,00113359,00113359,66121
KR7339770000,339770,교촌에프앤비보통주,교촌에프앤비,KYOCHON FOOD&BEVERAGE,2020/11/12,KOSPI,주권,,보통주,500,24982540,00453284,00453284,46313
KR7053270005,053270,구영테크,구영테크,GUYOUNGTECHNOLOGY COMPANY LIMITED,2002/02/07,KOSDAQ,주권,중견기업부,보통주,500,26394174,00202060,00202060,303
KR7007690001,007690,국도화학보통주,국도화학,KukdoChemical,1989/08/05,KOSPI,주권,,보통주,5000,5810616,00104388,00104388,20111
KR7005320007,005320,국동보통주,국동,Kukdong,1996/12/24,KOSPI,주권,,보통주,500,53843288,00168331,00168331,46413
KR7066620006,066620,국보디자인,국보디자인,KUKBO DESIGN,2002/09/05,KOSDAQ,주권,우량기업부,보통주,500,7500000,00253985,00253985,424
KR7001140003,001140,국보보통주,국보,KUKBO,1989/12/02,KOSPI,주권,,보통주,500,61065541,00104519,00104519,49301
KR7043650001,043650,국순당,국순당,"KOOK SOON DANG CO., LTD.",2000/08/24,KOSDAQ,주권,우량기업부,보통주,500,17858304,00256715,00256715,11111
KR7006050009,006050,국영지앤엠,국영지앤엠,KUK YOUNG G&M,1994/10/07,KOSDAQ,주권,중견기업부,보통주,500,34895243,00104537,00104537,231
KR7060480001,060480,국일신동,국일신동,"KUKIL METAL CO., LTD",2014/12/29,KOSDAQ,주권,중견기업부,보통주,500,11090000,00203847,00203847,24221
KR7078130002,078130,국일제지,국일제지,"KUK-IL PAPER MFG CO.,LTD",2004/10/22,KOSDAQ,주권,중견기업부,보통주,100,127617473,00104573,00104573,179
KR7307750000,307750,국전약품,국전약품,"KUKJEON PHARMACEUTICAL Co.,Ltd",2018/12/19,KOSDAQ,주권,우량기업부,보통주,100,49069269,01329957,01329957,212
KR7002720001,002720,국제약품보통주,국제약품,Kukje Pharma,1975/12/27,KOSPI,주권,,보통주,1000,19276090,00104722,00104722,21210
KR7243870003,243870,굿센,굿센,Goodcen,2016/10/31,KONEX,주권,일반기업부,보통주,500,2583805,00565215,00565215,62021
KR7114090004,114090,그랜드코리아레저보통주,GKL,Grand Korea Leisure,2009/11/19,KOSPI,주권,,보통주,500,61855670,00557508,00557508,91249
HK0000307485,900290,그레이트리치과기유한공사,GRT,Great Rich Technologies Limited,2016/10/25,KOSDAQ,외국주권,관리종목(소속부없음),보통주,무액면,67375000,01170962,01170962,64992
KR7204020002,204020,그리티,그리티,"GRITEE, Inc.",2018/07/23,KOSDAQ,주권,중견기업부,보통주,500,20147430,00671978,00671978,14120
KR7083420000,083420,그린케미칼보통주,그린케미칼,GREEN CHEMICAL,2005/10/20,KOSPI,주권,,보통주,500,24000000,00454946,00454946,20421
KR7186230009,186230,그린플러스,그린플러스,"GREEN PLUS Co., Ltd",2019/08/07,KOSDAQ,주권,벤처기업부,보통주,500,10820188,00602279,00602279,24222
KR7014530000,014530,극동유화보통주,극동유화,KukdongOil&Chem.,1991/01/31,KOSPI,주권,,보통주,500,34869420,00105156,00105156,19221
KR7083450007,083450,글로벌스탠다드테크놀로지,GST,"Global Standard Technology Co., Ltd.",2006/02/01,KOSDAQ,주권,우량기업부,보통주,500,9317745,00540863,00540863,29271
KYG3931T1076,900070,글로벌에스엠테크리미티드,글로벌에스엠,Global SM Tech Limited,2009/12/23,KOSDAQ,외국주권,외국기업(소속부없음),보통주,0.5,53743968,00783246,00783246,64992
KR7204620009,204620,글로벌텍스프리,글로벌텍스프리,"Global Tax Free Co., Ltd.",2014/11/19,KOSDAQ,주권,중견기업부,보통주,500,48736691,01042711,01042711,661
KR7019660000,019660,글로본,글로본,"GLOBON CO., LTD.",1992/06/04,KOSDAQ,주권,중견기업부,보통주,500,32764319,00159731,00159731,468
KR7014280002,014280,금강공업보통주,금강공업,KUMKANG KIND,1988/09/10,KOSPI,주권,,보통주,1000,29329357,00105299,00105299,2413
KR7053260006,053260,금강철강,금강철강,"KEUM KANG STEEL CO., LTD",2002/01/04,KOSDAQ,주권,우량기업부,보통주,500,18720000,00105475,00105475,2419
KR7008870008,008870,금비보통주,금비,Kumbi,1990/06/08,KOSPI,주권,,보통주,5000,1000000,00168401,00168401,23192
KR7045890001,045890,금빛,GV,GeumVit Corp,2005/11/28,KOSDAQ,주권,관리종목(소속부없음),보통주,500,86766187,00455112,00455112,284
KR7001570001,001570,금양보통주,금양,Kumyang,1976/12/17,KOSPI,주권,,보통주,500,47931616,00106119,00106119,201
KR7002990000,002990,금호건설보통주,금호건설,KUMHOE&C,1976/06/26,KOSPI,주권,,보통주,5000,36633924,00106313,00106313,41112
